Sample:float,Data:float
"21600.0","0.014187769964337349"
"21601.0","0.06323190778493881"
"21602.0","0.1473075896501541"
"21603.0","0.2664147913455963"
"21604.0","0.4205535650253296"
"21605.0","0.6097237467765808"
"21606.0","0.8339255452156067"
"21607.0","1.0931588411331177"
"21608.0","1.3874236345291138"
"21609.0","1.7167202234268188"
"21610.0","2.081048011779785"
"21611.0","2.480407476425171"
"21612.0","2.9147982597351074"
"21613.0","3.384220838546753"
"21614.0","3.8886749744415283"
"21615.0","4.428160190582275"
"21616.0","5.0026774406433105"
"21617.0","5.6122260093688965"
"21618.0","6.256806373596191"
"21619.0","6.936418056488037"
"21620.0","7.651061534881592"
"21621.0","8.400736808776855"
"21622.0","9.185442924499512"
"21623.0","10.005179405212402"
"21624.0","10.859949111938477"
"21625.0","11.749749183654785"
"21626.0","12.674582481384277"
"21627.0","13.634446144104004"
"21628.0","14.629342079162598"
"21629.0","15.659268379211426"
"21630.0","16.724225997924805"
"21631.0","17.607582092285156"
"21632.0","18.573654174804688"
"21633.0","19.504701614379883"
"21634.0","20.400714874267578"
"21635.0","21.261695861816406"
"21636.0","22.087646484375"
"21637.0","22.87856674194336"
"21638.0","23.634450912475586"
"21639.0","24.355304718017578"
"21640.0","25.0411319732666"
"21641.0","25.69192123413086"
"21642.0","26.30768585205078"
"21643.0","26.888412475585938"
"21644.0","27.434112548828125"
"21645.0","27.944778442382812"
"21646.0","28.420413970947266"
"21647.0","28.86101531982422"
"21648.0","29.266586303710938"
"21649.0","29.637128829956055"
"21650.0","29.972637176513672"
"21651.0","30.273113250732422"
"21652.0","30.538558959960938"
"21653.0","30.76897430419922"
"21654.0","30.96435546875"
"21655.0","31.12470817565918"
"21656.0","31.25002670288086"
"21657.0","31.340314865112305"
"21658.0","31.395570755004883"
"21659.0","31.415796279907227"
"21660.0","31.415796279907227"
"21661.0","31.415796279907227"
"21662.0","31.415796279907227"
"21663.0","31.415796279907227"
"21664.0","31.415796279907227"
"21665.0","31.415796279907227"
"21666.0","31.415796279907227"
"21667.0","31.415796279907227"
"21668.0","31.415796279907227"
"21669.0","31.415796279907227"
"21670.0","31.415796279907227"
"21671.0","31.415796279907227"
"21672.0","31.415796279907227"
"21673.0","31.415796279907227"
"21674.0","31.415796279907227"
"21675.0","31.415796279907227"
"21676.0","31.415796279907227"
"21677.0","31.415796279907227"
"21678.0","31.415796279907227"
"21679.0","31.415796279907227"
"21680.0","31.415796279907227"
"21681.0","31.415796279907227"
"21682.0","31.415796279907227"
"21683.0","31.415796279907227"
"21684.0","31.415796279907227"
"21685.0","31.415796279907227"
"21686.0","31.415796279907227"
"21687.0","31.415796279907227"
"21688.0","31.415796279907227"
"21689.0","31.415796279907227"
"21690.0","31.415796279907227"
"21691.0","31.415796279907227"
"21692.0","31.415796279907227"
"21693.0","31.415796279907227"
"21694.0","31.415796279907227"
"21695.0","31.415796279907227"
"21696.0","31.415796279907227"
"21697.0","31.415796279907227"
"21698.0","31.415796279907227"
"21699.0","31.415796279907227"
"21700.0","31.415796279907227"
"21701.0","31.415796279907227"
"21702.0","31.415796279907227"
"21703.0","31.415796279907227"
"21704.0","31.415796279907227"
"21705.0","31.415796279907227"
"21706.0","31.415796279907227"
"21707.0","31.415796279907227"
"21708.0","31.415796279907227"
"21709.0","31.415796279907227"
"21710.0","31.415796279907227"
"21711.0","31.415796279907227"
"21712.0","31.415796279907227"
"21713.0","31.415796279907227"
"21714.0","31.415796279907227"
"21715.0","31.415796279907227"
"21716.0","31.415796279907227"
"21717.0","31.415796279907227"
"21718.0","31.415796279907227"
"21719.0","31.415796279907227"
"21720.0","31.415796279907227"
"21721.0","31.415796279907227"
"21722.0","31.415796279907227"
"21723.0","31.415796279907227"
"21724.0","31.415796279907227"
"21725.0","31.415796279907227"
"21726.0","31.415796279907227"
"21727.0","31.415796279907227"
"21728.0","31.415796279907227"
"21729.0","31.415796279907227"
"21730.0","31.415796279907227"
"21731.0","31.415796279907227"
"21732.0","31.415796279907227"
"21733.0","31.415796279907227"
"21734.0","31.415796279907227"
"21735.0","31.415796279907227"
"21736.0","31.415796279907227"
"21737.0","31.415796279907227"
"21738.0","31.415796279907227"
"21739.0","31.415796279907227"
"21740.0","31.415796279907227"
"21741.0","31.415796279907227"
"21742.0","31.415796279907227"
"21743.0","31.415796279907227"
"21744.0","31.415796279907227"
"21745.0","31.415796279907227"
"21746.0","31.415796279907227"
"21747.0","31.415796279907227"
"21748.0","31.415796279907227"
"21749.0","31.415796279907227"
"21750.0","31.415796279907227"
"21751.0","31.415796279907227"
"21752.0","31.415796279907227"
"21753.0","31.415796279907227"
"21754.0","31.415796279907227"
"21755.0","31.415796279907227"
"21756.0","31.415796279907227"
"21757.0","31.415796279907227"
"21758.0","31.415796279907227"
"21759.0","31.415796279907227"
"21760.0","31.415796279907227"
"21761.0","31.415796279907227"
"21762.0","31.415796279907227"
"21763.0","31.415796279907227"
"21764.0","31.415796279907227"
"21765.0","31.415796279907227"
"21766.0","31.415796279907227"
"21767.0","31.415796279907227"
"21768.0","31.415796279907227"
"21769.0","31.415796279907227"
"21770.0","31.415796279907227"
"21771.0","31.415796279907227"
"21772.0","31.415796279907227"
"21773.0","31.415796279907227"
"21774.0","31.415796279907227"
"21775.0","31.415796279907227"
"21776.0","31.415796279907227"
"21777.0","31.415796279907227"
"21778.0","31.415796279907227"
"21779.0","31.415796279907227"
"21780.0","31.415796279907227"
"21781.0","31.415796279907227"
"21782.0","31.415796279907227"
"21783.0","31.415796279907227"
"21784.0","31.415796279907227"
