Sample:float,Data:float,Data2:float
"377.0","1.7704761028289795","1.735018253326416"
"378.0","1.7704761028289795","1.735018253326416"
"379.0","1.7704761028289795","1.735018253326416"
"380.0","1.7704761028289795","1.7342123985290527"
"381.0","1.7704761028289795","1.735018253326416"
"382.0","1.7704761028289795","1.735018253326416"
"383.0","1.7712819576263428","1.735018253326416"
"384.0","1.7704761028289795","1.7358239889144897"
"385.0","1.7712819576263428","1.735018253326416"
"386.0","1.7696702480316162","1.7342123985290527"
"387.0","1.7696702480316162","1.7342123985290527"
"388.0","1.7712819576263428","1.735018253326416"
"389.0","1.7712819576263428","1.7342123985290527"
"390.0","1.7704761028289795","1.735018253326416"
"391.0","1.7712819576263428","1.7366299629211426"
"392.0","1.7704761028289795","1.7342123985290527"
"393.0","1.7704761028289795","1.735018253326416"
"394.0","1.7696702480316162","1.735018253326416"
"395.0","1.7704761028289795","1.735018253326416"
"396.0","1.7696702480316162","1.7342123985290527"
"397.0","1.7712819576263428","1.7342123985290527"
"398.0","1.7712819576263428","1.735018253326416"
"399.0","1.7704761028289795","1.735018253326416"
"400.0","1.7704761028289795","1.7358239889144897"
"401.0","1.7704761028289795","1.735018253326416"
"402.0","1.7704761028289795","1.735018253326416"
"403.0","1.7712819576263428","1.735018253326416"
"404.0","1.7696702480316162","1.7342123985290527"
"405.0","1.7704761028289795","1.735018253326416"
"406.0","1.7712819576263428","1.7358239889144897"
"407.0","1.7704761028289795","1.735018253326416"
"408.0","1.7704761028289795","1.7334065437316895"
"409.0","1.7704761028289795","1.735018253326416"
"410.0","1.7696702480316162","1.735018253326416"
"411.0","1.7696702480316162","1.735018253326416"
"412.0","1.7712819576263428","1.735018253326416"
"413.0","1.7712819576263428","1.735018253326416"
"414.0","1.7712819576263428","1.7358239889144897"
"415.0","1.7704761028289795","1.735018253326416"
"416.0","1.7704761028289795","1.735018253326416"
"417.0","1.7704761028289795","1.7358239889144897"
"418.0","1.7696702480316162","1.7342123985290527"
"419.0","1.7712819576263428","1.7358239889144897"
"420.0","1.7704761028289795","1.7342123985290527"
"421.0","1.7704761028289795","1.735018253326416"
"422.0","1.7704761028289795","1.735018253326416"
"423.0","1.7704761028289795","1.735018253326416"
"424.0","1.7704761028289795","1.7358239889144897"
"425.0","1.7712819576263428","1.7366299629211426"
"426.0","1.7712819576263428","1.735018253326416"
"427.0","1.7712819576263428","1.735018253326416"
"428.0","1.7712819576263428","1.735018253326416"
"429.0","1.7704761028289795","1.735018253326416"
"430.0","1.7712819576263428","1.735018253326416"
"431.0","1.7712819576263428","1.735018253326416"
"432.0","1.7704761028289795","1.735018253326416"
"433.0","1.7704761028289795","1.735018253326416"
"434.0","1.7712819576263428","1.7358239889144897"
"435.0","1.7712819576263428","1.735018253326416"
"436.0","1.7704761028289795","1.7342123985290527"
"437.0","1.7704761028289795","1.7342123985290527"
"438.0","1.7704761028289795","1.735018253326416"
"439.0","1.7704761028289795","1.7334065437316895"
"440.0","1.7704761028289795","1.735018253326416"
"441.0","1.7704761028289795","1.735018253326416"
"442.0","1.7704761028289795","1.7334065437316895"
"443.0","1.7704761028289795","1.735018253326416"
"444.0","1.7696702480316162","1.735018253326416"
"445.0","1.7712819576263428","1.735018253326416"
"446.0","1.7696702480316162","1.735018253326416"
"447.0","1.7712819576263428","1.7366299629211426"
"448.0","1.7696702480316162","1.7342123985290527"
"449.0","1.7712819576263428","1.7358239889144897"
"450.0","1.7696702480316162","1.7342123985290527"
"451.0","1.7704761028289795","1.7342123985290527"
"452.0","1.7704761028289795","1.7358239889144897"
"453.0","1.7704761028289795","1.7334065437316895"
"454.0","1.7704761028289795","1.7342123985290527"
"455.0","1.7704761028289795","1.7342123985290527"
"456.0","1.7712819576263428","1.7358239889144897"
"457.0","1.7696702480316162","1.735018253326416"
"458.0","1.7712819576263428","1.735018253326416"
"459.0","1.7696702480316162","1.735018253326416"
"460.0","1.7704761028289795","1.7342123985290527"
"461.0","1.7712819576263428","1.7358239889144897"
"462.0","1.7696702480316162","1.735018253326416"
"463.0","1.7704761028289795","1.735018253326416"
"464.0","1.7712819576263428","1.7342123985290527"
"465.0","1.7704761028289795","1.735018253326416"
"466.0","1.7704761028289795","1.735018253326416"
"467.0","1.7704761028289795","1.7366299629211426"
"468.0","1.7696702480316162","1.735018253326416"
"469.0","1.7704761028289795","1.735018253326416"
"470.0","1.7712819576263428","1.735018253326416"
"471.0","1.7704761028289795","1.735018253326416"
"472.0","1.7704761028289795","1.735018253326416"
"473.0","1.7696702480316162","1.735018253326416"
"474.0","1.7704761028289795","1.735018253326416"
"475.0","1.7704761028289795","1.735018253326416"
"476.0","1.7712819576263428","1.7358239889144897"
"477.0","1.7696702480316162","1.7342123985290527"
"478.0","1.7704761028289795","1.735018253326416"
"479.0","1.7704761028289795","1.735018253326416"
"480.0","1.7704761028289795","1.735018253326416"
"481.0","1.7704761028289795","1.7342123985290527"
"482.0","1.7704761028289795","1.7342123985290527"
"483.0","1.7712819576263428","1.735018253326416"
"484.0","1.7704761028289795","1.735018253326416"
"485.0","1.7696702480316162","1.7342123985290527"
"486.0","1.7696702480316162","1.7342123985290527"
"487.0","1.7712819576263428","1.7358239889144897"
"488.0","1.7712819576263428","1.7366299629211426"
"489.0","1.7704761028289795","1.735018253326416"
"490.0","1.7712819576263428","1.7334065437316895"
"491.0","1.7704761028289795","1.735018253326416"
"492.0","1.7704761028289795","1.735018253326416"
"493.0","1.7704761028289795","1.735018253326416"
"494.0","1.7704761028289795","1.7334065437316895"
"495.0","1.7704761028289795","1.735018253326416"
"496.0","1.7704761028289795","1.735018253326416"
"497.0","1.7704761028289795","1.735018253326416"
"498.0","1.7712819576263428","1.7358239889144897"
"499.0","1.7696702480316162","1.735018253326416"
"500.0","1.7704761028289795","1.735018253326416"
"501.0","1.772087812423706","1.735018253326416"
"502.0","1.7704761028289795","1.7358239889144897"
"503.0","1.7712819576263428","1.7358239889144897"
"504.0","1.7704761028289795","1.735018253326416"
"505.0","1.7712819576263428","1.735018253326416"
"506.0","1.7704761028289795","1.735018253326416"
"507.0","1.7704761028289795","1.7366299629211426"
"508.0","1.7712819576263428","1.7366299629211426"
"509.0","1.7696702480316162","1.735018253326416"
"510.0","1.7704761028289795","1.735018253326416"
"511.0","1.7704761028289795","1.7334065437316895"
"512.0","1.7704761028289795","1.735018253326416"
"513.0","1.7696702480316162","1.735018253326416"
"514.0","1.7712819576263428","1.7366299629211426"
"515.0","1.7704761028289795","1.735018253326416"
"516.0","1.7704761028289795","1.7342123985290527"
"517.0","1.7712819576263428","1.735018253326416"
"518.0","1.7712819576263428","1.7358239889144897"
"519.0","1.7696702480316162","1.7342123985290527"
"520.0","1.7696702480316162","1.7358239889144897"
"521.0","1.7696702480316162","1.735018253326416"
"522.0","1.7712819576263428","1.7358239889144897"
"523.0","1.7712819576263428","1.7342123985290527"
"524.0","1.7712819576263428","1.7358239889144897"
"525.0","1.7704761028289795","1.735018253326416"
"526.0","1.7704761028289795","1.7342123985290527"
"527.0","1.7704761028289795","1.7342123985290527"
"528.0","1.7704761028289795","1.735018253326416"
"529.0","1.7704761028289795","1.7342123985290527"
"530.0","1.7704761028289795","1.735018253326416"
"531.0","1.7696702480316162","1.735018253326416"
"532.0","1.7704761028289795","1.735018253326416"
"533.0","1.7728936672210693","1.7358239889144897"
"534.0","1.7696702480316162","1.735018253326416"
"535.0","1.7704761028289795","1.7358239889144897"
"536.0","1.7704761028289795","1.735018253326416"
"537.0","1.7712819576263428","1.735018253326416"
"538.0","1.7712819576263428","1.735018253326416"
"539.0","1.7704761028289795","1.7334065437316895"
"540.0","1.7712819576263428","1.735018253326416"
"541.0","1.7704761028289795","1.735018253326416"
"542.0","1.7704761028289795","1.735018253326416"
"543.0","1.7696702480316162","1.7342123985290527"
"544.0","1.7696702480316162","1.7342123985290527"
"545.0","1.7704761028289795","1.7358239889144897"
"546.0","1.7712819576263428","1.7342123985290527"
"547.0","1.7704761028289795","1.735018253326416"
"548.0","1.7704761028289795","1.7358239889144897"
"549.0","1.7712819576263428","1.735018253326416"
"550.0","1.7704761028289795","1.735018253326416"
"551.0","1.7704761028289795","1.7374358177185059"
"552.0","1.7704761028289795","1.7342123985290527"
"553.0","1.7704761028289795","1.7342123985290527"
"554.0","1.7704761028289795","1.735018253326416"
"555.0","1.7712819576263428","1.7358239889144897"
"556.0","1.7704761028289795","1.7342123985290527"
"557.0","1.7704761028289795","1.7366299629211426"
"558.0","1.7712819576263428","1.735018253326416"
"559.0","1.7712819576263428","1.7366299629211426"
"560.0","1.7704761028289795","1.7366299629211426"
"561.0","1.7704761028289795","1.735018253326416"
"562.0","1.7712819576263428","1.7358239889144897"
"563.0","1.7704761028289795","1.735018253326416"
"564.0","1.7704761028289795","1.7358239889144897"
"565.0","1.7712819576263428","1.7358239889144897"
"566.0","1.7704761028289795","1.735018253326416"
"567.0","1.7704761028289795","1.735018253326416"
"568.0","1.7696702480316162","1.7342123985290527"
"569.0","1.772087812423706","1.7358239889144897"
"570.0","1.7712819576263428","1.7358239889144897"
"571.0","1.7712819576263428","1.7366299629211426"
"572.0","1.7712819576263428","1.7358239889144897"
"573.0","1.7712819576263428","1.7358239889144897"
"574.0","1.7712819576263428","1.735018253326416"
"575.0","1.7712819576263428","1.7358239889144897"
"576.0","1.7704761028289795","1.735018253326416"
"577.0","1.7712819576263428","1.7358239889144897"
"578.0","1.7712819576263428","1.7366299629211426"
"579.0","1.7704761028289795","1.7366299629211426"
"580.0","1.7696702480316162","1.7390475273132324"
"581.0","1.7656409740447998","1.744688630104065"
"582.0","1.76322340965271","1.750329613685608"
"583.0","1.759194016456604","1.7551647424697876"
"584.0","1.7567764520645142","1.759194016456604"
"585.0","1.7559705972671509","1.76322340965271"
"586.0","1.7551647424697876","1.7656409740447998"
"587.0","1.7559705972671509","1.768864393234253"
"588.0","1.7527471780776978","1.7761170864105225"
"589.0","1.753553032875061","1.7914284467697144"
"590.0","1.7599998712539673","1.8212453126907349"
"591.0","1.7801463603973389","1.8494504690170288"
